NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT06279923,CD19-BAFF CAR-T Cells Therapy for Patients With Autoimmune Diseases,RECRUITING,EARLY_PHASE1,Autoimmune Diseases,CD19-BAFF Targeted CAR T-cells,2024-04-15,2024-04-09,45,China,Clinical Trial for the safety and efficacy of CD19-BAFF CAR-T cells therapy for Autoimmune Diseases.,Zhejiang University,OTHER,18 Years,,ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Incidence of treatment-emergent adverse events (TEAEs),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/BAFF dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT07315503,An Open-label Study of GC012F in Rheumatoid Arthritis.,NOT_YET_RECRUITING,EARLY_PHASE1,Rheumatoid Arthritis,GC012F CAR-T Cell Injection|LD and GC012F CAR-T Cell Injection,2026-01-15,2026-01-02,9,China,This is An Open-label Study to Evaluate the Safety and Efficacy of GC012F in Patients with Difficult-to-Treat (D2T) Rheumatoid Arthritis.,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Dose-Limiting Toxicity (DLT) Rate|Adverse Events （AEs）、Serious (SAE)、Adverse Event of Special Interest(AESI) Rate,RA,Single disease,RA,False,CD19/BCMA dual,named_product,Autologous,named_product,high,Academic,Adult,gc012f,2026.0,2026-04-25
NCT07441525,UCAR-T Targeting CD19/BCMA in Subjects With Autoantibody-Mediated Autoimmune Benign Hematological Diseases,RECRUITING,EARLY_PHASE1,Autoimmune Hemolytic Anemia|Primary Immune Thrombocytopenic Purpura|Evans Syndrome,CART Infusion,2026-02-03,2026-03-02,27,China,"This is a single-arm, open-label, investigator-initiated trial (IIT) designed to evaluate the safety, tolerability, pharmacokinetics (PK), pharmacodynamics (PD), and efficacy of RD06-05 in subjects with autoantibody-mediated autoimmune hematological diseases. The enrolled population consists of patients with active autoimmune hematological diseases, including primary immune thrombocytopenic purpura (ITP), autoimmune hemolytic anemia (AIHA), and Evans syndrome.

This study sets two dose groups: 6 × 10⁶ CAR⁺T cells/kg and 10 × 10⁶ CAR⁺T cells/kg, with the initial dose being 6 × 10⁶ CAR⁺T cells/kg. To reduce efficacy risks, the dose may be escalated to 10 × 10⁶ CAR⁺T cells/kg following evaluation and recommendation by the Safety Review Committee (SRC). The SRC's recommendation on dose escalation will be based on a comprehensive assessment of all available safety, pharmacokinetic (PK), pharmacodynamic (PD), and preliminary efficacy data.","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,The incidence rates of Serious Adverse Events that occur during treatment|The incidence rates of Treatment-Emergent Adverse Events that occur during treatment|The incidence rates of Adverse Events of Special Interest that occur during treatment,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,rd06-05,2026.0,2026-04-25
NCT06733610,CAR T-cell Therapy Targeting CD19 and BCMA in Patients with AIHA Who Have Failed ≥3 Lines of Therapy.,RECRUITING,PHASE1,Autoimmune Hemolytic Anemia|CD19/BCMA CAR T-cells|Universal Allogeneic CAR T-cells,universal allogeneic anti-CD19/BCMA CAR T-cells,2024-12-05,2024-12-13,15,China,This is an investigator-initiated trial to evaluate the safety and efficacy of universal allogeneic anti-CD19/BCMA CAR T-cells in AIHA who have failed ≥ 3 lines of therapy.,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,18 Years,,ADULT|OLDER_ADULT,"The number and severity of dose-limiting toxicity (DLT) events|The total number, incidence, and severity of AEs|Clinical response of AIHA who have failed ≥ 3 lines of therapy",Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,2024.0,2026-04-25
NCT06414135,Relmacabtagene Autoleucel for the Treatment of Systemic Sclerosis,RECRUITING,PHASE1,Systemic Sclerosis,Relma-cel,2024-06-12,2024-08-15,6,China,"Relma-cel is a product containing CD19-CAR-transduced T cells. The purpose of this study is to evaluate the safety of Relma-cel at different dose levels in patients with early diffuse systemic sclerosis. Efficacy will be explored too. If enrolled, participants will undergo leukapheresis, lymphodepleting chemotherapy and administration of Relma-cel.",Liangjing Lu,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,DLT rate|Occurrence of AEs and SAEs,SSc,Single disease,SSc,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,relma-cel,2024.0,2026-04-25
NCT06759948,An Early Exploratory Clinical Study of GC012F Injection in the Treatment of Refractory Generalized Myasthenia Gravis,NOT_YET_RECRUITING,PHASE1,Generalized Myasthenia Gravis (gMG),GC012F injection,2025-02-15,2025-01-06,18,China,"This is a single-arm, open-label and early exploratory clinical study, with the purpose to study the safety, tolerability and initial clinical efficacy of GC012F Injection in the treatment of refractory GMG and to evaluate the PK, PD characteristics and immunogenicity in subjects with refractory GMG infused with GC012F Injection.",Chongbo Zhao,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Primary endpoints|Primary endpoints,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,named_product,Autologous,named_product,high,Academic,Adult,gc012f,2025.0,2026-04-25
NCT05869955,"A Study of CC-97540, CD-19-Targeted Nex-T CAR T Cells, in Participants With Severe, Refractory Autoimmune Diseases (Breakfree-1)",RECRUITING,PHASE1,Systemic Lupus Erythematosus|Idiopathic Inflammatory Myopathy|Systemic Sclerosis|Rheumatoid Arthritis,CC-97540|Cyclophosphamide|Fludarabine|Tocilizumab,2023-09-13,2026-01-13,270,Belgium|France|Germany|Italy|Spain|United States,"The purpose of this study is to establish the tolerability, preliminary efficacy, and pharmacokinetics of CC-97540 in participants with severe, refractory autoimmune diseases (Breakfree-1).","Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Number of participants with treatment-emergent adverse events (AEs) in each indication.|Number of participants with serious AEs (SAEs) in each indication.|Number of participants with AEs of special interest (AESI) in each indication.|Number of participants with laboratory abnormalities in each indication.|Number of participants with Dose Limiting Toxicities (DLT) in each indication.|Recommended Phase 2 Dose (RP2D) of CC-97540 in each indication.,IIM|RA|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Autologous,named_product,high,Industry,Adult,bms-986353,2023.0,2026-04-25
NCT04146051,Descartes-08 CAR-T Cells in Generalized Myasthenia Gravis (MG),ACTIVE_NOT_RECRUITING,PHASE2,"Myasthenia Gravis, Generalized",Descartes-08,2019-12-04,2025-05-28,30,Canada|United States,This is a Phase IIb study to evaluate the safety and preliminary efficacy of Descartes-08 CAR T-cells in patients with Generalized Myasthenia Gravis,Cartesian Therapeutics,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Proportion of patients with MG Composite improvement of ≥5 points.,Other immune-mediated,Single disease,Other immune-mediated,False,BCMA,named_product,Autologous,named_product,high,Industry,Adult,descartes-08,2019.0,2026-04-25
NCT06548607,Clinical Study on Targeted CD19 or CD19-BCMA CAR-T Therapy for Autoimmune Diseases,RECRUITING,EARLY_PHASE1,SLE (Systemic Lupus)|Systemic Sclerosis|ANCA Associated Vasculitis|Idiopathic Inflammatory Myopathies|Sjogren's Syndrome|Autoimmune Diseases,CD19 or CD19-BCMA CAR-T,2024-09-14,2026-03-06,20,China,"This is an open clinical pharmacological translational Research Study, aiming to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics and efficacy of CD19 or CD19-BCMA CAR-T in patients with active SLE, SSc, AAV, IIM and pSS.","Nanjing Bioheng Biotech Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,"The incidence of adverse events (TEAEs), serious adverse events (SAEs), and adverse events of particular concern (AESI) during treatment",AAV|IIM|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2024.0,2026-04-25
NCT06503224,An Exploratory Clinical Study of SCAR02 Targeting BCMA and CD19 for the Treatment of Refractory Autoimmune Diseases,RECRUITING,NA,Autoimmune Diseases,Anti-BCMA and CD19 CART cells will be injected intravenously on a one-time basis.,2024-04-09,2025-04-24,18,China,"This is an open label, single-site, dose-escalation study in up to 18 participants with refractory autoimmune diseases. This study aims to evaluate the safety and efficacy of the treatment with Anti-BCMA and CD19 CART",The First Affiliated Hospital of University of Science and Technology of China,OTHER,18 Years,,ADULT|OLDER_ADULT,Adverse events,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Autologous,named_product,high,Academic,Adult,scar02,2024.0,2026-04-25
NCT07085676,Phase 1 Study of HBI0101 CAR-T in Refractory B-Cell Autoimmune Diseases,RECRUITING,PHASE1,Systemic Lupus Erythematosus (SLE)|Systemic Sclerosis (SSc)|Idiopathic Inflammatory Myopathy (IIM)|Rheumatoid Arthritis (RA),HBI0101 CART,2024-09-01,2025-07-25,60,Israel,A Phase 1 study of HBI0101 BCMA-CART in B-Cell Mediated Autoimmune Rheumatic Diseases. The goal of the study is evaluation of safety and identification of the maximum HBI0101 CART dose that may be administered safely to patients with B-cell mediated autoimmune disease.,Polina Stepensky,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Determination of maximum tolerated dose (MTD)|Confirmation of safety with selected dose (at or below MTD),IIM|RA|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,BCMA,explicit_marker,Autologous,named_product,high,Academic,Adult,hbi0101,2024.0,2026-04-25
NCT06310811,Anti-CD19 CAR-T Cell Therapy in Participants With Moderate to Severe Active Systemic Lupus Erythematosus,SUSPENDED,NA,Safety|Effective,RD06-04 Cells injection,2024-03-07,2026-02-03,12,China,"This is an open, Phase I, investigator-initiated study (IIT) to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics, and efficacy of RD06-04 in patients with moderate or severe active SLE.

This study will explore the safety of escalating doses of RD06-04 by presetting two dose levels (DL), with 3 to 6 patients enrolled in each dose level. After safety conclusions are reached in each group, the investigator can select the corresponding dose group to expand cases based on treatment response, but the total number of cases will not exceed 12.

This study will enroll patients in a 3+3 design with two DLS: 1×105 CAR+T cells /kg for DL1 and 5×105 CAR+T cells /kg for DL2.

Dose increment Refer to the 3+3 dose increment principle. Three subjects are expected to be enrolled in each dose group.

1. Dose increment should start from the minimum dose, and it is not possible to conduct an incremental study of 2 or more dose groups at the same time.
2. If 1 case of DLT occurs in each dose group, the dose level will be extended to 6 subjects. If 6 subjects at this dose level ≥2 subjects develop DLT, the dose level exceeds the MTD. The previous lower dose level will be extended to 6 subjects, and if 6 subjects have already been enrolled in the previous lower dose level, and only ≤1 of these 6 subjects develop DLT, this lower dose level will be considered MTD.
3. If DLT occurred in ≥2 subjects in the highest dose group, the researcher could select a dose between the high dose group and the medium dose group according to the specific situation and perform MTD evaluation.
4. If the dose increase to the highest dose group still does not reach DLT, researchers can explore the safety and efficacy of higher doses according to specific circumstances.

Case expansion:

After the completion of DLT evaluation in all dose groups, the investigators could select the corresponding dose group of extended cases according to the treatment response, but the total number of cases should not exceed 12 (extended cases were not evaluated by DLT).","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of dose-limiting toxicity (DLT)|The incidence of treatment-based adverse events (TEAEs) and the incidence of serious adverse events (SAEs).,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT07544225,Study Investigating the Safety of Anti-CD19 CAR-T Cells Therapy Produced at Gustave Roussy for Adults With Severe and Refractory Systemic Autoimmune Rheumatic Diseases,NOT_YET_RECRUITING,PHASE1,Rheumatoid Arthritis (RA)|Systemic Lupus Erythematosus (SLE)|Sjogren's Disease With Dry Eyes|Systemic Sclerosis (SSc)|Idiopathic Inflammatory Myositis (IIM),anti-CD19 CAR-T cells,2026-09-01,2026-04-22,6,France,"This is an open-label, single-dose, prospective, monocenter, Phase I interventional study (not first-in-human) to assess the safety, tolerability, and preliminary efficacy of autologous anti-CD19 CAR-T cells as an advanced therapy medicinal product in adult patients; with severe and refractory systemic autoimmune rheumatic diseases, including rheumatoid arthritis (RA), systemic lupus erythematosus (SLE), Sjogren's disease (SjD), systemic sclerosis (SSc) and idiopathic inflammatory myositis (IIM).","Gustave Roussy, Cancer Campus, Grand Paris",OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Unacceptable toxicities over a period of 4 weeks after the single CAR-T cell infusion,IIM|RA|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,,2026.0,2026-04-25
NCT05846347,Phase I Clinical Study of GC012F Injection in Treatment of Refractory Systemic Lupus Erythematosus,UNKNOWN,PHASE1,CAR-T,GC012F injection,2023-05-15,2023-05-11,15,China,"This is a phase I, single arm, non-randomized, open label, treatment study trial to determine the recommended phase II dose of GC012F injection (CD19-BCMA CAR-T cells) in patients with refractory systemic lupus erythematosus.",Zhejiang University,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,The proportion of subjects with DLT|The proportion of subjects with adverse events,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,named_product,high,Academic,Adult,gc012f,2023.0,2026-04-25
NCT06384976,"KYSA-7: A Study of Anti-CD19 CAR T-Cell Therapy, in Subjects With Refractory Primary and Secondary Progressive Multiple Sclerosis",ACTIVE_NOT_RECRUITING,PHASE2,"Multiple Sclerosis, Primary Progressive|Multiple Sclerosis, Secondary Progressive|Multiple Sclerosis|MS",Anti-CD20 mAB|KYV-101|Standard lymphodepletion regimen,2024-09-20,2025-01-13,120,United States,"A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell (CD19 CAR T) Therapy, in Subjects with Refractory Primary and Secondary Progressive Multiple Sclerosis",Kyverna Therapeutics,INDUSTRY,18 Years,60 Years,ADULT,To evaluate efficacy of KYV-101,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/CD20 dual,explicit_marker,Autologous,named_product,high,Industry,Adult,kyv-101,2024.0,2026-04-25
NCT07337785,CD19/BCMA-Targeted UCAR-T for Patients With Neurological Autoimmune Diseases,RECRUITING,EARLY_PHASE1,Relapsing or Refractory Multiple Sclerosis (MS)|Myasthenia Gravis (MG)|Chronic Inflammatory Demyelinating Polyneuropathy (CIDP)|Autoimmune Encephalitis (AE),CD19/BCMA-targeted CAR-T cells|Lymphodepleting Conditioning,2025-12-12,2026-01-22,36,China,"This single-arm, open-label investigator-initiated trial (IIT) evaluates the safety, tolerability, pharmacokinetics, pharmacodynamics, and efficacy of RD06-05 in patients with autoimmune neurological diseases, including Multiple Sclerosis (MS), Myasthenia Gravis (MG), Chronic Inflammatory Demyelinating Polyneuropathy (CIDP), Autoimmune Encephalitis (AE), and other B-cell-mediated neuroautoimmune disorders.

In this study, the dose of CAR-T cells administered is 10×10⁶ CAR⁺T cells per kilogram of body weight. Investigators may decide whether to add other dose groups based on the subjects' safety data, pharmacokinetic (PK) data, pharmacodynamic (PD) data, and preliminary efficacy data.

For each indication, 6 to 9 subjects will be enrolled, with a total of 24 to 36 subjects planned for enrollment in the entire study.",Daishi Tian,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,The incidence rates of Treatment-Emergent Adverse Events (TEAEs)|Serious Adverse Events (SAEs)|The incidence rate of Adverse Events of Special Interest (AESI),Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,rd06-05,2025.0,2026-04-25
NCT05993611,Allogeneic CD6 Chimeric Antigen Receptor T Regulatory Cells (CD6-CAR Tregs) for the Treatment of Patients With Chronic Graft Versus Host Disease After Allogeneic Hematopoietic Cell Transplantation,SUSPENDED,PHASE1,Chronic Graft Versus Host Disease|Hematologic and Lymphocytic Disorder|Steroid Refractory Graft Versus Host Disease,Biopsy|Biospecimen Collection|Chimeric Antigen Receptor T-Cell Therapy|Computed Tomography|Echocardiography|Electronic Health Record Review|Leukapheresis|Lumbar Puncture|Magnetic Resonance Imaging|Quality-of-Life Assessment|Tafasitamab|X-Ray Imaging,2024-02-19,2025-11-13,27,United States,"This phase I trial tests the safety, side effects, and best dose of allogeneic CD6 chimeric antigen receptor T regulatory cells (CD6-CAR Tregs) in treating patients who have chronic graft versus host disease (cGVHD) after an allogeneic hematopoietic cell transplantation (HCT). An allogeneic HCT is an established treatment for benign or malignant blood and marrow conditions where healthy stem cells from a donor are infused into a patient to help the patient's bone marrow make more healthy cells and platelets. GVHD is a systemic disorder that occurs when the graft's immune cells recognize the host as foreign and attack the recipient's body cells. ""Graft"" refers to transplanted, or donated tissues, and ""host"" refers to the tissues of the recipient. It is a common complication after allogeneic HCT. The onset of cGVHD is usually within three years of transplantation and has some features of autoimmune diseases. A strategy that minimizes the incidence and severity of cGVHD, without other adverse effects, is needed to improve survival after allogeneic HCT. T regulatory cells are critical for controlling autoimmunity and maintaining immune homeostasis. Patients with active cGVHD have reduced numbers of T regulatory cells compared to patients without GVHD, suggesting that restoration of T regulatory cells in patients with active cGCHD is impaired and insufficient numbers may contribute to cGVHD. Therefore, therapies that augment numbers and function of T regulatory cells may promote tolerance and control of cGVHD. CAR T-cell therapy is a type of treatment in which T cells (a type of immune system cell) are taken from the blood and changed in the laboratory. The gene for a special receptor that binds to a certain protein, CD6, on the patient's cells is added to the T cells in the laboratory. The special receptor is called a chimeric antigen receptor (CAR). Large numbers of the CAR T cells are grown in the laboratory and given to the patient by infusion. CD6-CAR Tregs combines the CD6-targeted anti-inflammatory response with the immune regulatory properties of T regulatory cells which could generate a more potent and stable T regulatory cell population to promote immune tolerance and long-term disease control in cGVHD.",City of Hope Medical Center,OTHER,18 Years,,ADULT|OLDER_ADULT,Dose-limiting toxicity|Feasibility as the ability to met at least 80% of the required cell dose at the assigned dose level|Feasibility as the ability to meet the required produce release criteria,cGVHD,Single disease,cGVHD,False,CD6,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,2024.0,2026-04-25
NCT07339332,"A Clinical Study Exploring the Safety, Efficacy and Cell Metabolic Dynamics of Universal CD19 / 20 Car-t Cell Injection in Moderate to Severe Refractory Systemic Lupus Erythematosus",RECRUITING,EARLY_PHASE1,Systemic Lupus Erythematosus (SLE),CAR-T Therapy,2026-01-16,2026-01-14,12,China,"This study is a single arm, open, exploratory dose escalation clinical study to evaluate the safety, efficacy, and cellular metabolic dynamics of ct1195e cells in patients with SLE.","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,severity of dose limiting toxicity (DLT)|Incidence of dose limiting toxicity (DLT)|Evaluate the maximum tolerable dose (MTD) and/or dose range of ct1195E|severity of adverse events (AES)|Incidence of adverse events (AES),SLE,Single disease,SLE,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,ct1192,2026.0,2026-04-25
NCT06792344,Clinical Study of CD19 CAR-T in the Treatment of Refractory Systemic Sclerosis,RECRUITING,PHASE1,Systemic Sclerosis (SSc),anti-CD19 CAR-T cells,2024-12-15,2025-12-22,12,China|Christmas Island,This is an investigator-initiated trial aimed at assessing the safety and efficacy of anti-CD19 CAR-T cells in the treatment of childhood-onset systemic sclerosis,The Children's Hospital of Zhejiang University School of Medicine,OTHER,5 Years,18 Years,CHILD|ADULT,Efficacy endpoint,SSc,Single disease,SSc,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2024.0,2026-04-25
NCT06328777,"RESET-SSc: An Open-Label Study to Evaluate the Safety and Efficacy of CABA-201, a CD19-CAR T Cell Therapy, in Subjects With Systemic Sclerosis",RECRUITING,PHASE1|PHASE2,Systemic Sclerosis|Scleroderma,CABA-201,2024-07-02,2026-04-24,12,United States,"RESET-SSc: A Phase 1/2 Open-Label Study to Evaluate the Safety and Efficacy of CABA-201, a CD19-CAR T cell therapy, in Subjects with Systemic Sclerosis",Cabaletta Bio,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,To evaluate incidence of adverse events,SSc,Single disease,SSc,False,CD19,explicit_marker,Autologous,named_product,high,Industry,Adult,caba-201,2024.0,2026-04-25
NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,PHASE3,Myasthaenia Gravis,Decartes-08|Placebo Drug,2025-05-06,2026-03-24,100,Canada|Italy|Poland|Serbia|Spain|Turkey (Türkiye)|United Kingdom|United States,"The AURORA Study is evaluating the safety, tolerability, and efficacy of an investigational mRNA CAR T-cell therapy known as Descartes-08 in adults with acetylcholine receptor autoantibody -positive generalized myasthenia gravis. Part 1 of the study will last around 6 months. For eligible participants, Part 2 will last around 8 months.",Cartesian Therapeutics,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Myasthenia Gravis Activities of Daily Living (MG-ADL),Other immune-mediated,Single disease,Other immune-mediated,False,BCMA,named_product,Autologous,named_product,high,Industry,Adult,descartes-08,2025.0,2026-04-25
NCT07274059,Allogeneic UCB-derived CAR-T for SLE,RECRUITING,EARLY_PHASE1,SLE - Systemic Lupus Erythematosus,allogeneic umbilical cord blood-derived CAR-T targeting CD19 and BCMA,2025-03-26,2025-12-10,48,China,"The purpose of this clinical trial is to learn if allogeneic, umbilical cord blood-derived chimeric antigen receptor T-cell (UCAR-T) targeting CD19 and BCMA works to treat refractory SLE in adults. It will also learn about the safety and efficacy of the UCAR-T cell product.","Chengdu Ucello Biotechnology Co., Ltd.",INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,the incidence rate of Dose limited toxicity (DLTs)|the rate of adverse events,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,2025.0,2026-04-25
NCT07358988,KN5501 Cell Injection for Refractory SLE(CLEAR),NOT_YET_RECRUITING,PHASE1,Systemic Lupus Erthematosus (SLE),KN5501 cell injection,,2026-01-22,36,China,"The goal of this clinical trial is to learn about the safety, pharmacokinetics and pharmacodynamics profile of KN5501 cell injection in adults with systemic lupus erythematosus(SLE). It will also learn if KN5501 cell injection works to treat refractory SLE. The main questions it aims to answer are:

1. Is KN5501 cell injection safe in adults with SLE? And the maximum tolerated dose?
2. Does KN5501 cell injection lower the disease activity of SLE in adults with refractory SLE？

Participants will:

Receive one or multiple (3 to 5 times) intravenous infusion of KN5501 cell injection at inpatient ward after lymphodepletion.

Visit the clinic at predefined frequency (from 1 week interval to 12-16 weeks' interval) for checkups and tests.","Ruitherapeutics Co., LTD",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Dose Limiting Toxicity|Number of participants with adverse events,SLE,Single disease,SLE,False,CD19,named_product,Allogeneic/Off-the-shelf,named_product,high,Industry,Adult,kn5501,,2026-04-25
NCT06690359,IM19 CAR-T Cell Therapy for IgA Nephropathy Patients and Membranous Nephropathy Patients,NOT_YET_RECRUITING,EARLY_PHASE1,IgA Nephropathy|Membranous Nephropathy,IM19 chimeric antigen receptor T cell injection,2024-12-13,2024-11-26,12,,"IM19 CAR-T cell therapy for IgA nephropathy patients with urinary protein and renal dysfunction, as well as patients with intermediate to high-risk primary membranous nephropathy","Beijing Immunochina Medical Science & Technology Co., Ltd.",INDUSTRY,18 Years,,ADULT|OLDER_ADULT,IgA nephropathy-Main safety endpoint（Adverse event incidence rate）|IgA primary efficacy endpoint（Urinary protein ratio）|PMN primary safety endpoint（Adverse event incidence rate）|PMN primary efficacy endpoint（Relief rate）,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,named_product,Autologous,named_product,high,Industry,Adult,im19,2024.0,2026-04-25
NCT07283315,Exploratory Clinical Study of Second-generation CD19/BCMA Chimeric Antigen Receptor NK Cell Injection in Treating Paediatric B Cell-related Autoimmune Diseases,RECRUITING,EARLY_PHASE1,Paediatric B Cell-related Autoimmune Diseases|Autoimmune Diseases|CAR,anti-CD19/BCMA CAR NK cells (KN5601-K),2025-12-03,2026-02-03,12,China,Evaluating the efficacy and safety of anti-CD19/BCMA CAR-NK Cells in Paediatric B cell-related autoimmune diseases,The Children's Hospital of Zhejiang University School of Medicine,OTHER,3 Years,,CHILD|ADULT|OLDER_ADULT,Incidence and severity of dose-limiting toxicity (DLT) and treatment-emergent adverse events (TEAEs)|response rate|CRISS score,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Academic,Both,kn5601,2025.0,2026-04-25
NCT05085444,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Scleroderma,UNKNOWN,EARLY_PHASE1,Scleroderma|Autoimmune Diseases,Assigned Interventions CD19/BCMA CAR T-cells,2021-10-08,2021-10-20,9,China,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Scleroderma,Zhejiang University,OTHER,,,CHILD|ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Incidence of treatment-emergent adverse events (TEAEs),SSc,Single disease,SSc,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2021.0,2026-04-25
NCT06347718,CAR-T Cells in Systemic B Cell Mediated Autoimmune Disease,RECRUITING,PHASE1|PHASE2,Systemic Lupus Erythematosus|Systemic Sclerosis|Dermatomyositis|Polymyositis,anti-CD19 CAR T cell therapy,2023-07-17,2025-09-30,24,Germany,"The investigational product is designed to effectively combat B cells in patients with autoimmune diseases. Autologous T cells enriched with CD4/CD8 are genetically engineered using a lentiviral vector to express chimeric antigen receptors (CARs) that target the CD19 antigen on the cell surface of B cells and their precursors. During treatment, patients undergo leukapheresis, lymophodepleting chemotherapy and administration of the expanded CD19-CAR-transduced T cells.",Miltenyi Biomedicine GmbH,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,"To assess the safety of anti-CD19 CAR T cell therapy in subjects with active B-driven autoimmune disease (SLE, SSc and DM/PM).",IIM|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Industry,Adult,,2023.0,2026-04-25
NCT06978738,UCAR T-cell Therapy Targeting CD19/ BCMA in Patients With Relapse/ Refractory Autoimmune Diseases,NOT_YET_RECRUITING,PHASE1,Systemic Lupus Erythematosus|Autoimmune Hemolytic Anemia|Myasthenia Gravis|Systemic Sclerosis|ANCA-Associated Vasculitis|Inflammatory Myopathy|IgG4-RD,universal allogeneic anti-CD19/BCMA CAR T-cells,,2025-05-18,18,China,This is an investigator-initiated trial to evaluate the safety and efficacy of universal allogeneic anti-CD19/BCMA CAR T-cells in With Relapse/Refractory Autoimmune Diseases.,Changzhou No.2 People's Hospital,OTHER,18 Years,,ADULT|OLDER_ADULT,"The number and severity of dose-limiting toxicity (DLT) events|The total number, incidence, and severity of AEs",SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,,2026-04-25
